artist_norm,track_norm,peak_position,first_week,last_week,weeks_on,genre,track_id,artist_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,inverse_rank,top10,release_q,recession_t,event_time_k
asher roth,i love college,12,2009-02-28,2009-06-20,17,Pop,1akgiRM3mN2nxu2AX6ACCW,64.0,0.107,0.708,241933.0,0.815,0.0,G#,0.326,-4.044,Major,0.25,86.493,4/4,0.657,89,0,2009Q1,1,5
asher roth,i love college,12,2009-02-28,2009-06-20,17,Rap,1akgiRM3mN2nxu2AX6ACCW,64.0,0.107,0.708,241933.0,0.815,0.0,G#,0.326,-4.044,Major,0.25,86.493,4/4,0.657,89,0,2009Q1,1,5
asher roth,lark on my gokart,95,2009-05-09,2009-05-09,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,6,0,2009Q2,1,6
ashlee simpson,invisible,21,2006-08-05,2006-08-26,4,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,80,0,2006Q3,0,-5
ashlee simpson,love,22,2005-11-05,2006-04-22,18,Dance,7H2TYuu6OmqkxQD3LIZRC7,43.0,0.0034,0.592,153053.0,0.818,0.000649,F,0.622,-3.33,Minor,0.0643,191.917,4/4,0.926,79,0,2005Q4,0,-8
ashlee simpson with tom higgenson,little miss obsessive,96,2008-05-10,2008-05-10,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,5,0,2008Q2,1,2
ashley parker angel,let u go,12,2006-04-29,2006-08-05,15,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,89,0,2006Q2,0,-6
ashley parker angel,soundtrack to your life,58,2006-06-03,2006-06-10,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,43,0,2006Q2,0,-6
ashley tisdale,be good to me,80,2007-02-17,2007-02-24,2,Dance,0yfcOmDBSaW1fGY1PHuwU3,48.0,0.141,0.655,213827.0,0.857,0.0,C,0.298,-4.148,Major,0.0994,97.994,4/4,0.719,21,0,2007Q1,0,-3
ashley tisdale,he said she said,58,2007-01-27,2008-02-09,8,Dance,0jTTjg6q4jsd2RhuHwTvLj,54.0,0.0966,0.694,188000.0,0.709,0.0,G,0.267,-6.205,Minor,0.103,114.966,4/4,0.566,43,0,2007Q1,0,-3
ashley tisdale,its alright its ok,99,2009-05-02,2009-05-02,1,Dance,1bYtKF2sY2wLU6xdVaqIqD,53.0,0.00536,0.528,179200.0,0.923,1.46e-05,C#,0.134,-1.884,Minor,0.058,130.067,4/4,0.267,2,0,2009Q2,1,6
ashley tisdale,kiss the girl,81,2007-04-21,2007-04-28,2,Dance,77ltWp9xNbfhldXx3IEqVx,44.0,0.0525,0.582,204467.0,0.765,0.0,C,0.164,-3.197,Major,0.0445,130.025,4/4,0.439,20,0,2007Q2,0,-2
ashley tisdale lucas grabeel,fabulous,76,2007-09-08,2007-09-08,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,25,0,2007Q3,0,-1
audioslave,original fire,79,2006-08-05,2006-08-12,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,22,0,2006Q3,0,-5
augustana,boston,34,2006-10-21,2007-03-31,24,Pop,2WZyfujzMweFLnozyUJBkW,69.0,0.182,0.404,245933.0,0.571,2.08e-05,C,0.129,-5.069,Major,0.0303,147.01,4/4,0.29,67,0,2006Q4,0,-4
augustana,boston,34,2006-10-21,2007-03-31,24,Rock,2WZyfujzMweFLnozyUJBkW,69.0,0.182,0.404,245933.0,0.571,2.08e-05,C,0.129,-5.069,Major,0.0303,147.01,4/4,0.29,67,0,2006Q4,0,-4
augustana,sweet and low,88,2008-05-17,2008-05-17,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,13,0,2008Q2,1,2
avant,4 minutes,52,2006-03-25,2006-06-24,14,Dance,2468gbm6iRuXxsrE4VUJRv,48.0,0.106,0.829,240000.0,0.589,0.0,A#,0.106,-5.297,Major,0.152,119.955,4/4,0.653,49,0,2006Q1,0,-7
avant,4 minutes,52,2006-03-25,2006-06-24,14,R&B,2468gbm6iRuXxsrE4VUJRv,48.0,0.106,0.829,240000.0,0.589,0.0,A#,0.106,-5.297,Major,0.152,119.955,4/4,0.653,49,0,2006Q1,0,-7
avant,4 minutes,52,2006-03-25,2006-06-24,14,Soul,2468gbm6iRuXxsrE4VUJRv,48.0,0.106,0.829,240000.0,0.589,0.0,A#,0.106,-5.297,Major,0.152,119.955,4/4,0.653,49,0,2006Q1,0,-7
avant,when it hurts,91,2008-12-27,2009-01-24,3,R&B,00zqTWtvCWvDtAqoLRl6Sy,48.0,0.376,0.682,236213.0,0.646,0.0,B,0.0705,-5.509,Major,0.0839,128.279,4/4,0.253,10,0,2008Q4,1,4
avant,when it hurts,91,2008-12-27,2009-01-24,3,Soul,00zqTWtvCWvDtAqoLRl6Sy,48.0,0.376,0.682,236213.0,0.646,0.0,B,0.0705,-5.509,Major,0.0839,128.279,4/4,0.253,10,0,2008Q4,1,4
avenged sevenfold,bat country,60,2005-11-12,2006-02-18,15,Alternative,3sHH7lklbfpcraDDvYnjo7,65.0,0.000248,0.541,311813.0,0.968,8.28e-06,C,0.423,-4.129,Major,0.0396,125.04,4/4,0.505,41,0,2005Q4,0,-8
avenged sevenfold,bat country,60,2005-11-12,2006-02-18,15,Children’s Music,3sHH7lklbfpcraDDvYnjo7,69.0,0.000248,0.541,311813.0,0.968,8.28e-06,C,0.423,-4.129,Major,0.0396,125.04,4/4,0.505,41,0,2005Q4,0,-8
aventura featuring don omar,ella y yo,97,2005-12-17,2005-12-17,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,4,0,2005Q4,0,-8
avril lavigne,girlfriend,1,2007-03-17,2007-08-25,24,Dance,45hOioMDJktr86iKDHC8gr,63.0,0.000738,0.56,216600.0,0.959,0.000206,G,0.209,-2.433,Major,0.102,163.983,4/4,0.67,100,1,2007Q1,0,-3
avril lavigne,girlfriend,1,2007-03-17,2007-08-25,24,Pop,45hOioMDJktr86iKDHC8gr,65.0,0.000738,0.56,216600.0,0.959,0.000206,G,0.209,-2.433,Major,0.102,163.983,4/4,0.67,100,1,2007Q1,0,-3
avril lavigne,hot,95,2007-12-08,2007-12-08,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,6,0,2007Q4,0,0
avril lavigne,keep holding on,17,2006-12-16,2007-05-05,21,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,84,0,2006Q4,0,-4
avril lavigne,when youre gone,24,2007-05-05,2007-11-17,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,77,0,2007Q2,0,-2
baby bash featuring sean kingston,what is it,57,2008-01-05,2008-03-29,12,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,44,0,2008Q1,1,1
baby bash featuring tpain,cyclone,7,2007-08-11,2008-03-01,30,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,94,1,2007Q3,0,-1
baby boy da prince featuring lil boosie,the way i live,21,2006-12-30,2007-06-23,26,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,80,0,2006Q4,0,-4
backstreet boys,inconsolable,86,2007-09-29,2007-10-06,2,Dance,13J4KuQoJaf0ubp9gzPuFo,58.0,0.0186,0.4,216653.0,0.754,0.0,G,0.316,-3.899,Major,0.0348,160.031,4/4,0.231,15,0,2007Q3,0,-1
beastie boys featuring nas,too many rappers,93,2009-08-08,2009-08-08,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,8,0,2009Q3,0,7
beyonce,at last,67,2009-02-07,2009-02-07,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,34,0,2009Q1,1,5
beyonce,diva,19,2009-01-03,2009-05-16,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,82,0,2009Q1,1,5
beyonce,ego,39,2009-06-20,2009-10-10,17,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,62,0,2009Q2,1,6
beyonce,get me bodied,46,2007-05-26,2013-11-23,19,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,55,0,2007Q2,0,-2
beyonce,halo,5,2009-02-07,2009-09-05,31,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,96,1,2009Q1,1,5
beyonce,if i were a boy,3,2008-10-25,2009-03-07,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,98,1,2008Q4,1,4
beyonce,irreplaceable,1,2006-11-04,2007-05-26,30,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,100,1,2006Q4,0,-4
beyonce,listen,61,2007-01-06,2007-03-24,12,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,40,0,2007Q1,0,-3
beyonce,ring the alarm,11,2006-09-23,2007-01-13,14,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,90,0,2006Q3,0,-5
beyonce,single ladies,1,2008-11-01,2009-05-02,27,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,100,1,2008Q4,1,4
beyonce,sweet dreams,10,2009-08-08,2010-02-20,29,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,91,1,2009Q3,0,7
beyonce featuring jay z,deja vu,4,2006-07-01,2006-10-21,17,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,97,1,2006Q3,0,-5
beyonce featuring jay z,upgrade u,59,2006-11-18,2007-05-12,18,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,42,0,2006Q4,0,-4
beyonce featuring lady gaga,video phone,65,2009-12-12,2010-01-09,5,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,36,0,2009Q4,0,8
beyonce featuring slim thug,check on it,1,2005-11-19,2006-05-27,28,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,100,1,2005Q4,0,-8
beyonce shakira,beautiful liar,3,2007-03-31,2007-07-28,18,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,98,1,2007Q1,0,-3
big rich,8th of november,94,2006-07-22,2006-07-29,2,Country,2X0aeFJXJZpeK2nSWvypiI,47.0,0.117,0.259,298240.0,0.729,0.0,D,0.438,-2.665,Major,0.0418,169.11,3/4,0.284,7,0,2006Q3,0,-5
big rich,comin to your city,72,2005-12-03,2006-01-14,6,Country,56EYmR9IrFKKYdygcKXrvH,46.0,0.258,0.559,207133.0,0.944,0.0,A,0.165,-1.422,Minor,0.085,99.027,4/4,0.66,29,0,2005Q4,0,-8
big rich,lost in this moment,36,2007-04-07,2007-08-18,20,Country,748rZYcQXXsifMpQ2LYLTv,42.0,0.32,0.599,210843.0,0.574,0.0,B,0.226,-7.363,Major,0.0434,147.751,4/4,0.677,65,0,2007Q2,0,-2
big rich,lost in this moment,36,2007-04-07,2007-08-18,20,Country,6WacAQkSA7QkEPnxse7WWw,45.0,0.32,0.599,210843.0,0.574,0.0,B,0.226,-7.363,Major,0.0434,147.751,4/4,0.677,65,0,2007Q2,0,-2
billy currington,dont,52,2008-11-08,2009-03-21,20,Country,0Q45S96loRZtRPZYFaNqB0,46.0,0.125,0.719,236467.0,0.774,0.0,D,0.117,-3.738,Major,0.025,98.015,4/4,0.825,49,0,2008Q4,1,4
billy currington,good directions,42,2007-03-24,2007-08-04,20,Country,7GQjJEwqlp6m5HNWVQd6OR,65.0,0.318,0.695,215853.0,0.731,0.0,F,0.143,-2.15,Major,0.034,122.522,4/4,0.497,59,0,2007Q1,0,-3
billy currington,good directions,42,2007-03-24,2007-08-04,20,Rock,7GQjJEwqlp6m5HNWVQd6OR,66.0,0.318,0.695,215853.0,0.731,0.0,F,0.143,-2.15,Major,0.034,122.522,4/4,0.497,59,0,2007Q1,0,-3
billy currington,must be doin somethin right,39,2005-10-22,2006-03-04,20,Country,57i0MaWyZGlWxEvNUxTMZK,60.0,0.203,0.483,269667.0,0.625,0.0,A,0.0484,-3.848,Major,0.027,167.975,4/4,0.366,62,0,2005Q4,0,-8
billy currington,must be doin somethin right,39,2005-10-22,2006-03-04,20,Rock,57i0MaWyZGlWxEvNUxTMZK,60.0,0.203,0.483,269667.0,0.625,0.0,A,0.0484,-3.848,Major,0.027,167.975,4/4,0.366,62,0,2005Q4,0,-8
billy currington,people are crazy,27,2009-05-16,2009-09-26,20,Country,1zAuQNau1L8ItdjYhxeAeq,62.0,0.229,0.657,232053.0,0.714,0.000744,F,0.127,-4.986,Major,0.0265,141.969,4/4,0.361,74,0,2009Q2,1,6
billy currington,people are crazy,27,2009-05-16,2009-09-26,20,Rock,1zAuQNau1L8ItdjYhxeAeq,62.0,0.229,0.657,232053.0,0.714,0.000744,F,0.127,-4.986,Major,0.0265,141.969,4/4,0.361,74,0,2009Q2,1,6
billy currington,thats how country boys roll,57,2009-12-12,2010-05-01,20,Country,5Xc1asNg5VerELR1wFjAey,46.0,0.0685,0.681,223840.0,0.915,0.0,D,0.112,-2.944,Major,0.0344,120.965,4/4,0.889,44,0,2009Q4,0,8
billy currington,why why why,99,2006-08-05,2006-08-19,3,Country,4cpXOdI3swm8Pfb39P2Jue,37.0,0.24,0.615,165347.0,0.922,0.0,D,0.356,-1.79,Major,0.0325,97.996,4/4,0.6,2,0,2006Q3,0,-5
billy ray cyrus with miley cyrus,ready set dont go,37,2007-08-04,2008-03-08,23,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,64,0,2007Q3,0,-1
bird york,in the deep,64,2006-03-25,2006-03-25,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,37,0,2006Q1,0,-7
birdman featuring drake lil wayne,4 my town,90,2009-12-12,2010-04-24,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,11,0,2009Q4,0,8
birdman featuring lil wayne,always strapped,54,2009-04-04,2009-08-15,17,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,47,0,2009Q2,1,6
birdman featuring lil wayne,pop bottles,38,2007-11-17,2008-03-29,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,63,0,2007Q4,0,0
birdman featuring lil wayne drake,money to blow,26,2009-10-24,2010-03-06,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,75,0,2009Q4,0,8
birdman lil wayne,stuntin like my daddy,21,2006-09-16,2007-01-27,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,80,0,2006Q3,0,-5
bjork,earth intruders,84,2007-04-28,2007-04-28,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,17,0,2007Q2,0,-2
blake lewis,time of the season,99,2007-06-09,2007-06-09,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,2,0,2007Q2,0,-2
blake lewis,you give love a bad name,18,2007-06-09,2007-06-30,4,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,83,0,2007Q2,0,-2
blake shelton,dont make me,79,2007-05-05,2007-06-09,6,Country,5pyrfreKkXfAm0Z58yYors,38.0,0.0178,0.506,246560.0,0.538,0.0,F,0.151,-6.289,Major,0.0292,141.975,4/4,0.252,22,0,2007Q2,0,-2
blake shelton,home,41,2008-04-26,2008-09-06,20,Country,3oTC5qoKq6nvz4Jj0DgCzF,55.0,0.479,0.38,230453.0,0.443,3.03e-06,G,0.11,-6.972,Major,0.0268,63.122,4/4,0.281,60,0,2008Q2,1,2
blake shelton,home,41,2008-04-26,2008-09-06,20,Country,2uEVQb8FstYyxpd8Gy6ndR,45.0,0.583,0.576,227040.0,0.455,2.73e-05,G,0.0912,-7.587,Major,0.0267,127.856,4/4,0.206,60,0,2008Q2,1,2
blake shelton,ill just hold on,76,2009-07-18,2009-10-17,14,Country,4ZTVWCfZewoOYhhIEIrAlT,36.0,0.0365,0.41,239200.0,0.796,0.000156,C,0.307,-4.222,Major,0.0326,164.161,4/4,0.342,25,0,2009Q3,0,7
blake shelton,nobody but me,60,2006-01-28,2006-05-13,14,Country,5zni15XyrdqAGExRcMSJi2,47.0,0.376,0.637,158707.0,0.682,0.0,D,0.17,-4.632,Major,0.0291,81.016,4/4,0.541,41,0,2006Q1,0,-7
blake shelton,she wouldnt be gone,43,2008-11-08,2009-03-21,20,Country,20xK9pC1cCJKnjtJ37YNOQ,50.0,0.153,0.509,215613.0,0.662,0.0,C,0.0773,-4.873,Major,0.0293,160.129,4/4,0.231,58,0,2008Q4,1,4
blue october,hate me,31,2006-04-29,2006-11-04,28,Alternative,1tL40tfdtUaSLek4DvDDr3,54.0,0.513,0.384,380200.0,0.685,0.0,E,0.098,-5.724,Minor,0.0356,92.166,4/4,0.202,70,0,2006Q2,0,-6
blue october,hate me,31,2006-04-29,2006-11-04,28,Children’s Music,1tL40tfdtUaSLek4DvDDr3,57.0,0.513,0.384,380200.0,0.685,0.0,E,0.098,-5.724,Minor,0.0356,92.166,4/4,0.202,70,0,2006Q2,0,-6
blue october,hate me,31,2006-04-29,2006-11-04,28,Rock,1tL40tfdtUaSLek4DvDDr3,58.0,0.513,0.384,380200.0,0.685,0.0,E,0.098,-5.724,Minor,0.0356,92.166,4/4,0.202,70,0,2006Q2,0,-6
blue october,into the ocean,53,2006-12-23,2007-05-05,20,Alternative,2SiqlgLMfKQbczSMRp8drY,55.0,0.272,0.76,239947.0,0.616,0.0,C,0.147,-6.426,Major,0.0333,108.032,4/4,0.363,48,0,2006Q4,0,-4
blue october,into the ocean,53,2006-12-23,2007-05-05,20,Children’s Music,2SiqlgLMfKQbczSMRp8drY,58.0,0.272,0.76,239947.0,0.616,0.0,C,0.147,-6.426,Major,0.0333,108.032,4/4,0.363,48,0,2006Q4,0,-4
blue october,into the ocean,53,2006-12-23,2007-05-05,20,Pop,2SiqlgLMfKQbczSMRp8drY,58.0,0.272,0.76,239947.0,0.616,0.0,C,0.147,-6.426,Major,0.0333,108.032,4/4,0.363,48,0,2006Q4,0,-4
blue october,into the ocean,53,2006-12-23,2007-05-05,20,Rock,2SiqlgLMfKQbczSMRp8drY,58.0,0.272,0.76,239947.0,0.616,0.0,C,0.147,-6.426,Major,0.0333,108.032,4/4,0.363,48,0,2006Q4,0,-4
bo bice,the real thing,56,2006-03-25,2006-07-08,16,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,45,0,2006Q1,0,-7
bobby v featuring yung joc,beep,55,2009-01-03,2009-04-04,12,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,46,0,2009Q1,1,5
bobby valentino featuring timbaland,anonymous,49,2007-05-26,2007-08-11,12,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,52,0,2007Q2,0,-2
bon jovi,have a nice day,53,2005-10-08,2006-02-04,15,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,48,0,2005Q4,0,-8
bon jovi,make a memory,27,2007-05-19,2007-09-29,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,74,0,2007Q2,0,-2
bon jovi,we werent born to follow,68,2009-10-03,2009-12-12,4,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,33,0,2009Q4,0,8
bon jovi,who says you cant go home,23,2006-01-28,2006-07-22,26,Rock,5439qJTu5mVH9aeriwp03u,56.0,0.048,0.534,230280.0,0.87,0.0,G,0.241,-3.582,Major,0.0344,131.688,4/4,0.808,78,0,2006Q1,0,-7
bone thugsnharmony featuring akon,i tried,6,2007-04-14,2007-08-11,18,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,95,1,2007Q2,0,-2
bow wow featuring chris brown johnta austin,shortie like mine,9,2006-10-21,2007-03-10,21,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,92,1,2006Q4,0,-4
bow wow featuring jkwon jermaine dupri,fresh azimiz,23,2005-12-24,2006-05-06,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,78,0,2005Q4,0,-8
bow wow featuring johnta austin,you can get it all,55,2009-03-21,2009-05-23,10,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,46,0,2009Q1,1,5
bow wow featuring soulja boy tellem,marco polo,66,2008-08-23,2008-09-06,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,35,0,2008Q3,1,3
bow wow featuring tpain johnta austin,outta my system,22,2007-03-17,2007-07-28,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,79,0,2007Q1,0,-3
bow wow omarion,girlfriend,33,2007-11-17,2008-02-23,15,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,68,0,2007Q4,0,0
bowling for soup,high school never ends,97,2006-11-25,2006-11-25,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,4,0,2006Q4,0,-4
boys like girls,heroheroine,43,2007-12-22,2008-04-12,17,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,58,0,2007Q4,0,0
boys like girls,love drunk,22,2009-07-18,2009-11-28,20,Pop,20X9OeC606XNwEtDBOym5u,62.0,0.00177,0.44,226707.0,0.976,3.39e-06,A#,0.16,-3.17,Major,0.141,150.005,4/4,0.412,79,0,2009Q3,0,7
boys like girls,love drunk,22,2009-07-18,2009-11-28,20,Rock,20X9OeC606XNwEtDBOym5u,62.0,0.00177,0.44,226707.0,0.976,3.39e-06,A#,0.16,-3.17,Major,0.141,150.005,4/4,0.412,79,0,2009Q3,0,7
boys like girls,the great escape,23,2007-06-02,2007-11-17,25,Pop,6GIrIt2M39wEGwjCQjGChX,66.0,0.00166,0.423,206520.0,0.94,0.0,C#,0.178,-4.012,Minor,0.0635,149.934,4/4,0.505,78,0,2007Q2,0,-2
boys like girls,the great escape,23,2007-06-02,2007-11-17,25,Rock,6GIrIt2M39wEGwjCQjGChX,66.0,0.00166,0.423,206520.0,0.94,0.0,C#,0.178,-4.012,Minor,0.0635,149.934,4/4,0.505,78,0,2007Q2,0,-2
boys like girls,thunder,76,2008-07-12,2008-10-04,13,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,25,0,2008Q3,1,3
boys like girls featuring taylor swift,two is better than one,18,2009-09-26,2010-03-27,21,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,83,0,2009Q3,0,7
brad paisley,american saturday night,67,2009-12-19,2010-04-03,15,Country,7xJqaCgeteqWPogqjjxkBl,49.0,0.0721,0.487,274200.0,0.938,2.63e-05,E,0.522,-5.466,Major,0.0533,157.795,4/4,0.733,34,0,2009Q4,0,8
brad paisley,im still a guy,33,2008-03-29,2008-08-09,20,Country,10K3cLNxSH5XLs9X951hLR,51.0,0.104,0.494,248787.0,0.599,0.0,D,0.0882,-6.836,Major,0.0316,163.729,3/4,0.457,68,0,2008Q1,1,1
brad paisley,letter to me,40,2007-12-01,2008-04-12,20,Rock,7wqMZWYeBxJt0obQPnF5NX,52.0,0.676,0.532,280827.0,0.492,6.12e-05,A,0.086,-9.255,Major,0.0312,79.242,4/4,0.366,61,0,2007Q4,0,0
brad paisley,letter to me,40,2007-12-01,2008-04-12,20,Country,7wqMZWYeBxJt0obQPnF5NX,52.0,0.676,0.532,280827.0,0.492,6.12e-05,A,0.086,-9.255,Major,0.0312,79.242,4/4,0.366,61,0,2007Q4,0,0
brad paisley,online,39,2007-08-04,2007-12-15,20,Country,0UCQ9RkNu2cjZclKFMwvEL,46.0,0.0882,0.557,289413.0,0.856,0.0326,G,0.681,-5.294,Major,0.0687,133.527,4/4,0.846,62,0,2007Q3,0,-1
brad paisley,shes everything,35,2006-10-21,2007-03-03,20,Country,3dAgQFdruU8ufWc5GE05xC,65.0,0.569,0.355,266920.0,0.478,2.9e-06,C,0.194,-8.323,Major,0.0335,102.971,4/4,0.269,66,0,2006Q4,0,-4
brad paisley,shes everything,35,2006-10-21,2007-03-03,20,Rock,3dAgQFdruU8ufWc5GE05xC,65.0,0.569,0.355,266920.0,0.478,2.9e-06,C,0.194,-8.323,Major,0.0335,102.971,4/4,0.269,66,0,2006Q4,0,-4
brad paisley,the world,45,2006-05-06,2006-09-16,20,Country,3qrE75eXkASxoMG8wJvWSk,47.0,0.302,0.446,241680.0,0.947,0.000692,E,0.0979,-6.594,Major,0.052,176.798,4/4,0.88,56,0,2006Q2,0,-6
